year,month,fiscal week,id,business group,region,pred,actual,bias,abs_err
2022,4,17,014,Channel - Industrial,EMEA,93474.8984375,102384.6875,-0.08702267,8909.789
2022,5,18,014,Channel - Industrial,EMEA,93920.1875,111287.703125,-0.15605961,17367.516
2022,5,19,014,Channel - Industrial,EMEA,94348.6328125,142448.265625,-0.33766386,48099.633
2022,5,20,014,Channel - Industrial,EMEA,95155.1484375,90128.9765625,0.055766437,5026.172
2022,5,21,014,Channel - Industrial,EMEA,94655.1953125,107296.40625,-0.11781579,12641.211
2022,5,22,014,Channel - Industrial,EMEA,94947.6875,111588.2734375,-0.14912486,16640.586
2022,6,23,014,Channel - Industrial,EMEA,95105.234375,120171.9765625,-0.20859058,25066.742
2022,6,24,014,Channel - Industrial,EMEA,95343.65625,84369.5390625,0.13007203,10974.117
2022,6,25,014,Channel - Industrial,EMEA,95119.9921875,84369.5390625,0.12742102,10750.453
2022,6,26,014,Channel - Industrial,EMEA,95050.390625,93250.546875,0.019301161,1799.8438
2022,7,27,014,Channel - Industrial,EMEA,95193.140625,79929.0390625,0.19097066,15264.102
2022,7,28,014,Channel - Industrial,EMEA,94923.1953125,97691.046875,-0.028332705,2767.8516
2022,7,29,014,Channel - Industrial,EMEA,95232.625,42857.3515625,1.2220838,52375.273
2022,7,30,014,Channel - Industrial,EMEA,93175.09375,59183.94921875,0.57433045,33991.145
2022,8,31,014,Channel - Industrial,EMEA,92286.734375,57143.12890625,0.61501014,35143.605
2022,8,32,014,Channel - Industrial,EMEA,91861.5,46939.0,0.95704,44922.5
2022,8,33,014,Channel - Industrial,EMEA,91623.25,83166.703125,0.10168188,8456.547
2022,8,34,014,Channel - Industrial,EMEA,91434.15625,155937.5625,-0.41364893,64503.406
2022,8,35,014,Channel - Industrial,EMEA,92562.296875,140343.8125,-0.34046045,47781.516
2022,9,36,014,Channel - Industrial,EMEA,93472.984375,140343.8125,-0.33397147,46870.83
2022,9,37,014,Channel - Industrial,EMEA,94272.40625,104387.28125,-0.09689758,10114.875
2022,9,38,014,Channel - Industrial,EMEA,93387.078125,99167.921875,-0.058293484,5780.8438
2022,9,39,014,Channel - Industrial,EMEA,92902.53125,99167.921875,-0.06317961,6265.3906
2022,10,40,014,Channel - Industrial,EMEA,92538.7578125,99167.921875,-0.06684787,6629.164
2022,10,41,014,Channel - Industrial,EMEA,92257.3359375,114826.0078125,-0.19654669,22568.672
2022,10,42,014,Channel - Industrial,EMEA,92168.78125,93154.0234375,-0.010576486,985.2422
2022,10,43,014,Channel - Industrial,EMEA,92456.3203125,93154.0234375,-0.00748978,697.7031
2022,11,44,014,Channel - Industrial,EMEA,92691.8203125,101622.5703125,-0.08788156,8930.75
2022,11,45,014,Channel - Industrial,EMEA,93052.2734375,139731.03125,-0.3340615,46678.758
2022,11,46,014,Channel - Industrial,EMEA,93978.265625,87297.4375,0.07652949,6680.828
2022,11,47,014,Channel - Industrial,EMEA,93440.640625,90789.34375,0.029202731,2651.2969
2022,11,48,014,Channel - Industrial,EMEA,93356.7265625,76821.75,0.21523821,16534.977
2022,12,49,014,Channel - Industrial,EMEA,92939.4765625,90789.34375,0.023682656,2150.1328
2022,12,50,014,Channel - Industrial,EMEA,92973.1171875,81591.203125,0.13949928,11381.914
2022,12,51,014,Channel - Industrial,EMEA,92243.7265625,100789.1328125,-0.084785,8545.406
2022,12,52,014,Channel - Industrial,EMEA,91967.5546875,105588.609375,-0.12900117,13621.055
2022,12,53,014,Channel - Industrial,EMEA,91785.3203125,95989.6484375,-0.043799806,4204.328
key,all_pred_acc,all_pred_bias,monthly_acc,monthly_bias
"('014', 'EMEA', 'Channel - Industrial')",0.8309810161590576,-0.04653165489435196,0.8709607124328613,-0.03462490066885948
2021,7,30,015,Channel - Industrial,Americas,28770.953125,36616.828125,-0.21426965,7845.875
2021,8,31,015,Channel - Industrial,Americas,28792.83984375,32693.599609375,-0.119312644,3900.7598
2021,8,32,015,Channel - Industrial,Americas,28799.74609375,27462.619140625,0.04868898,1337.127
2021,8,33,015,Channel - Industrial,Americas,28765.8203125,20909.48046875,0.375731,7856.34
2021,8,34,015,Channel - Industrial,Americas,28764.21484375,28227.80078125,0.019003041,536.41406
2021,8,35,015,Channel - Industrial,Americas,28858.28125,27182.330078125,0.061655905,1675.9512
2021,9,36,015,Channel - Industrial,Americas,28952.236328125,28227.80078125,0.025663903,724.43555
2021,9,37,015,Channel - Industrial,Americas,29033.58203125,31033.189453125,-0.064434476,1999.6074
2021,9,38,015,Channel - Industrial,Americas,29067.107421875,32510.9609375,-0.105928995,3443.8535
2021,9,39,015,Channel - Industrial,Americas,29092.271484375,28077.650390625,0.036136255,1014.6211
2021,10,40,015,Channel - Industrial,Americas,29058.41015625,25122.099609375,0.15668717,3936.3105
2021,10,41,015,Channel - Industrial,Americas,28995.9296875,31033.189453125,-0.06564777,2037.2598
2021,10,42,015,Channel - Industrial,Americas,29010.759765625,35988.96875,-0.19389856,6978.209
2021,10,43,015,Channel - Industrial,Americas,28970.546875,34549.41015625,-0.16147493,5578.8633
2021,11,44,015,Channel - Industrial,Americas,28908.814453125,33109.8515625,-0.1268818,4201.037
2021,11,45,015,Channel - Industrial,Americas,28851.189453125,40307.6484375,-0.28422543,11456.459
2021,11,46,015,Channel - Industrial,Americas,28840.921875,26732.73046875,0.0788618,2108.1914
2021,11,47,015,Channel - Industrial,Americas,28919.126953125,32808.3515625,-0.11854374,3889.2246
2021,11,48,015,Channel - Industrial,Americas,29076.005859375,30378.099609375,-0.04286291,1302.0938
2021,12,49,015,Channel - Industrial,Americas,29169.32421875,32808.3515625,-0.11091772,3639.0273
2021,12,50,015,Channel - Industrial,Americas,29260.7265625,25096.05078125,0.16594945,4164.676
2021,12,51,015,Channel - Industrial,Americas,29098.650390625,31001.0,-0.061364137,1902.3496
2021,12,52,015,Channel - Industrial,Americas,29033.4375,31001.0,-0.06346771,1967.5625
2022,1,1,015,Channel - Industrial,Americas,28972.359375,29524.759765625,-0.018709734,552.4004
2022,1,2,015,Channel - Industrial,Americas,28911.41015625,31001.0,-0.06740395,2089.5898
2022,1,3,015,Channel - Industrial,Americas,28875.90625,23498.859375,0.2288216,5377.047
2022,1,4,015,Channel - Industrial,Americas,28812.54296875,26703.25,0.078990124,2109.293
2022,2,5,015,Channel - Industrial,Americas,28763.03515625,24566.990234375,0.17080012,4196.045
2022,2,6,015,Channel - Industrial,Americas,28725.640625,32043.900390625,-0.103553556,3318.2598
2022,2,7,015,Channel - Industrial,Americas,28734.142578125,17441.419921875,0.64746577,11292.723
2022,2,8,015,Channel - Industrial,Americas,28709.287109375,19819.7890625,0.44851628,8889.498
2022,2,9,015,Channel - Industrial,Americas,28635.77734375,19819.7890625,0.44480738,8815.988
2022,3,10,015,Channel - Industrial,Americas,28599.498046875,21405.380859375,0.3360892,7194.117
2022,3,11,015,Channel - Industrial,Americas,28579.244140625,25028.580078125,0.14186439,3550.664
2022,3,12,015,Channel - Industrial,Americas,28555.19140625,26419.05078125,0.08085607,2136.1406
2022,3,13,015,Channel - Industrial,Americas,28536.970703125,26419.05078125,0.08016639,2117.92
2022,4,14,015,Channel - Industrial,Americas,28527.5703125,29200.009765625,-0.02302874,672.43945
2022,4,15,015,Channel - Industrial,Americas,28519.80859375,31980.9609375,-0.108225405,3461.1523
2022,4,16,015,Channel - Industrial,Americas,28535.10546875,23858.1796875,0.19603029,4676.926
2022,4,17,015,Channel - Industrial,Americas,28556.5625,27436.91015625,0.040808253,1119.6523
2022,5,18,015,Channel - Industrial,Americas,28517.3828125,29822.720703125,-0.043769915,1305.3379
2022,5,19,015,Channel - Industrial,Americas,28515.87890625,38173.08984375,-0.2529848,9657.211
2022,5,20,015,Channel - Industrial,Americas,28543.4921875,22733.16015625,0.2555884,5810.332
2022,5,21,015,Channel - Industrial,Americas,28657.443359375,27063.2890625,0.058904678,1594.1543
2022,5,22,015,Channel - Industrial,Americas,28746.263671875,28145.8203125,0.021333305,600.44336
2022,6,23,015,Channel - Industrial,Americas,28852.830078125,30310.880859375,-0.048103213,1458.0508
2022,6,24,015,Channel - Industrial,Americas,28961.96875,26565.810546875,0.090197064,2396.1582
2022,6,25,015,Channel - Industrial,Americas,28809.900390625,26565.810546875,0.08447286,2244.0898
2022,6,26,015,Channel - Industrial,Americas,28690.884765625,29362.2109375,-0.022863612,671.3262
2022,7,27,015,Channel - Industrial,Americas,28598.822265625,25167.609375,0.13633448,3431.213
2022,7,28,015,Channel - Industrial,Americas,28546.416015625,30760.419921875,-0.07197574,2214.004
2022,7,29,015,Channel - Industrial,Americas,28461.560546875,17344.9609375,0.64091235,11116.6
2022,7,30,015,Channel - Industrial,Americas,28502.0546875,23952.560546875,0.1899377,4549.494
2022,8,31,015,Channel - Industrial,Americas,28449.734375,23126.609375,0.23017317,5323.125
2022,8,32,015,Channel - Industrial,Americas,28482.021484375,18996.859375,0.49930158,9485.162
2022,8,33,015,Channel - Industrial,Americas,28498.15625,16629.98046875,0.71366143,11868.176
2022,8,34,015,Channel - Industrial,Americas,28477.953125,31181.2109375,-0.08669509,2703.2578
2022,8,35,015,Channel - Industrial,Americas,28474.896484375,28063.08984375,0.014674316,411.80664
2022,9,36,015,Channel - Industrial,Americas,28578.802734375,28063.08984375,0.018376911,515.7129
2022,9,37,015,Channel - Industrial,Americas,28641.978515625,25623.7109375,0.11779198,3018.2676
2022,9,38,015,Channel - Industrial,Americas,28694.27734375,24342.51953125,0.17877187,4351.758
2022,9,39,015,Channel - Industrial,Americas,28723.169921875,24342.51953125,0.17995879,4380.6504
2022,10,40,015,Channel - Industrial,Americas,28738.0546875,24342.51953125,0.18057026,4395.535
2022,10,41,015,Channel - Industrial,Americas,28749.44921875,28186.080078125,0.019987496,563.36914
2022,10,42,015,Channel - Industrial,Americas,28793.791015625,24373.830078125,0.18134044,4419.961
2022,10,43,015,Channel - Industrial,Americas,28726.869140625,24373.830078125,0.17859478,4353.039
2022,11,44,015,Channel - Industrial,Americas,28653.55859375,26589.630859375,0.07762153,2063.9277
2022,11,45,015,Channel - Industrial,Americas,28600.337890625,36560.73828125,-0.21773085,7960.4004
2022,11,46,015,Channel - Industrial,Americas,28594.20703125,26761.029296875,0.06850176,1833.1777
2022,11,47,015,Channel - Industrial,Americas,28611.9296875,27831.470703125,0.028042318,780.459
2022,11,48,015,Channel - Industrial,Americas,28582.87109375,23549.69921875,0.21372552,5033.172
2022,12,49,015,Channel - Industrial,Americas,28563.724609375,27831.470703125,0.026310284,732.2539
2022,12,50,015,Channel - Industrial,Americas,28520.154296875,21073.5390625,0.3533633,7446.615
2022,12,51,015,Channel - Industrial,Americas,28551.7734375,26032.01953125,0.096794404,2519.754
2022,12,52,015,Channel - Industrial,Americas,28610.228515625,27271.640625,0.049083512,1338.5879
2022,12,53,015,Channel - Industrial,Americas,28710.12890625,24792.400390625,0.15802135,3917.7285
key,all_pred_acc,all_pred_bias,monthly_acc,monthly_bias
"('015', 'Americas', 'Channel - Industrial')",0.8601742386817932,0.04754023998975754,0.9029672145843506,0.03352053835988045
2021,7,30,015,Channel - Industrial,EMEA,70063.9921875,58208.26953125,0.20367764,11855.723
2021,8,31,015,Channel - Industrial,EMEA,69821.21875,51971.671875,0.34344763,17849.547
2021,8,32,015,Channel - Industrial,EMEA,69463.1875,43656.19921875,0.59114146,25806.988
2021,8,33,015,Channel - Industrial,EMEA,69199.1328125,54223.3984375,0.27618584,14975.734
2021,8,34,015,Channel - Industrial,EMEA,69265.8125,73201.59375,-0.053766333,3935.7812
2021,8,35,015,Channel - Industrial,EMEA,70219.25,70490.421875,-0.0038469322,271.17188
2021,9,36,015,Channel - Industrial,EMEA,70522.4765625,73201.59375,-0.036599163,2679.1172
2021,9,37,015,Channel - Industrial,EMEA,70845.1875,85283.6015625,-0.16929883,14438.414
2021,9,38,015,Channel - Industrial,EMEA,70822.3515625,89344.7265625,-0.20731358,18522.375
2021,9,39,015,Channel - Industrial,EMEA,70898.796875,77161.359375,-0.0811619,6262.5625
2021,10,40,015,Channel - Industrial,EMEA,70612.96875,69039.109375,0.022796635,1573.8594
2021,10,41,015,Channel - Industrial,EMEA,70248.046875,85283.6015625,-0.17630066,15035.555
2021,10,42,015,Channel - Industrial,EMEA,70505.5,87559.578125,-0.19477113,17054.078
2021,10,43,015,Channel - Industrial,EMEA,70476.765625,84057.1875,-0.1615617,13580.422
2021,11,44,015,Channel - Industrial,EMEA,70381.625,80554.8125,-0.12628901,10173.1875
2021,11,45,015,Channel - Industrial,EMEA,70257.125,98066.7265625,-0.28357837,27809.602
2021,11,46,015,Channel - Industrial,EMEA,70505.140625,62621.0703125,0.12590124,7884.0703
2021,11,47,015,Channel - Industrial,EMEA,70183.7109375,76853.1328125,-0.08678139,6669.422
2021,11,48,015,Channel - Industrial,EMEA,70649.234375,71160.3125,-0.007182067,511.07812
2021,12,49,015,Channel - Industrial,EMEA,70629.8125,76853.1328125,-0.08097679,6223.3203
2021,12,50,015,Channel - Industrial,EMEA,70847.015625,61972.421875,0.1432023,8874.594
2021,12,51,015,Channel - Industrial,EMEA,70236.6171875,76554.15625,-0.08252379,6317.539
2021,12,52,015,Channel - Industrial,EMEA,70470.0546875,76554.15625,-0.07947448,6084.1016
2022,1,1,015,Channel - Industrial,EMEA,70453.578125,72908.7265625,-0.033674274,2455.1484
2022,1,2,015,Channel - Industrial,EMEA,70332.578125,76554.15625,-0.081270285,6221.578
2022,1,3,015,Channel - Industrial,EMEA,70400.1171875,74772.3125,-0.058473453,4372.1953
2022,1,4,015,Channel - Industrial,EMEA,70401.046875,84968.5390625,-0.17144571,14567.492
2022,2,5,015,Channel - Industrial,EMEA,70698.7578125,78171.046875,-0.09558896,7472.289
2022,2,6,015,Channel - Industrial,EMEA,70658.0234375,101962.25,-0.3070178,31304.227
2022,2,7,015,Channel - Industrial,EMEA,71184.2890625,60923.1484375,0.16842762,10261.141
2022,2,8,015,Channel - Industrial,EMEA,70679.3203125,69230.8515625,0.020922301,1448.4688
2022,2,9,015,Channel - Industrial,EMEA,70876.609375,69230.8515625,0.02377203,1645.7578
2022,3,10,015,Channel - Industrial,EMEA,70891.703125,74769.3203125,-0.051861074,3877.6172
2022,3,11,015,Channel - Industrial,EMEA,71071.8203125,59026.87109375,0.20405875,12044.949
2022,3,12,015,Channel - Industrial,EMEA,70311.7421875,62306.140625,0.12848817,8005.6016
2022,3,13,015,Channel - Industrial,EMEA,70078.90625,62306.140625,0.124751195,7772.7656
2022,4,14,015,Channel - Industrial,EMEA,69870.40625,68864.6796875,0.014604389,1005.72656
2022,4,15,015,Channel - Industrial,EMEA,69943.5859375,75423.21875,-0.0726518,5479.633
2022,4,16,015,Channel - Industrial,EMEA,70135.015625,65887.5390625,0.06446555,4247.4766
2022,4,17,015,Channel - Industrial,EMEA,69756.734375,75770.671875,-0.07937025,6013.9375
2022,5,18,015,Channel - Industrial,EMEA,69897.8671875,82359.4296875,-0.15130705,12461.5625
2022,5,19,015,Channel - Industrial,EMEA,70052.2578125,105420.0703125,-0.3354941,35367.812
2022,5,20,015,Channel - Industrial,EMEA,70462.2890625,61774.76171875,0.1406323,8687.527
2022,5,21,015,Channel - Industrial,EMEA,70068.515625,73541.3828125,-0.047223307,3472.8672
2022,5,22,015,Channel - Industrial,EMEA,70414.6796875,76483.03125,-0.079342455,6068.3516
2022,6,23,015,Channel - Industrial,EMEA,70604.2578125,82366.34375,-0.14280209,11762.086
2022,6,24,015,Channel - Industrial,EMEA,70870.4921875,73728.921875,-0.03876945,2858.4297
2022,6,25,015,Channel - Industrial,EMEA,70499.765625,73728.921875,-0.043797687,3229.1562
2022,6,26,015,Channel - Industrial,EMEA,70341.484375,81489.859375,-0.1368069,11148.375
2022,7,27,015,Channel - Industrial,EMEA,70427.625,69848.453125,0.008291835,579.1719
2022,7,28,015,Channel - Industrial,EMEA,70066.640625,85370.328125,-0.17926237,15303.6875
2022,7,29,015,Channel - Industrial,EMEA,70343.875,38062.87890625,0.84809655,32280.996
2022,7,30,015,Channel - Industrial,EMEA,69407.9140625,52563.03125,0.32047015,16844.883
2022,8,31,015,Channel - Industrial,EMEA,69721.78125,50750.51171875,0.37381434,18971.27
2022,8,32,015,Channel - Industrial,EMEA,69700.359375,41687.921875,0.6719557,28012.438
2022,8,33,015,Channel - Industrial,EMEA,69418.0,66203.7890625,0.048550256,3214.211
2022,8,34,015,Channel - Industrial,EMEA,69171.09375,124132.109375,-0.4427623,54961.016
2022,8,35,015,Channel - Industrial,EMEA,69169.984375,111718.890625,-0.38085687,42548.906
2022,9,36,015,Channel - Industrial,EMEA,68916.671875,111718.890625,-0.38312426,42802.22
2022,9,37,015,Channel - Industrial,EMEA,68689.2421875,95774.796875,-0.2828046,27085.555
2022,9,38,015,Channel - Industrial,EMEA,69280.3203125,90986.0625,-0.23856118,21705.742
2022,9,39,015,Channel - Industrial,EMEA,70126.1953125,90986.0625,-0.22926442,20859.867
2022,10,40,015,Channel - Industrial,EMEA,70704.1015625,90986.0625,-0.22291283,20281.96
2022,10,41,015,Channel - Industrial,EMEA,71068.28125,105352.28125,-0.32542247,34284.0
2022,10,42,015,Channel - Industrial,EMEA,71507.328125,74312.9375,-0.037753984,2805.6094
2022,10,43,015,Channel - Industrial,EMEA,71309.0703125,74312.9375,-0.040421862,3003.8672
2022,11,44,015,Channel - Industrial,EMEA,71287.6640625,81068.65625,-0.12065072,9780.992
2022,11,45,015,Channel - Industrial,EMEA,71419.1640625,111469.40625,-0.35929358,40050.242
2022,11,46,015,Channel - Industrial,EMEA,71888.6015625,68835.359375,0.044355724,3053.2422
2022,11,47,015,Channel - Industrial,EMEA,71163.6484375,71588.7734375,-0.0059384312,425.125
2022,11,48,015,Channel - Industrial,EMEA,70959.296875,60575.12109375,0.17142642,10384.176
2022,12,49,015,Channel - Industrial,EMEA,70397.1484375,71588.7734375,-0.016645417,1191.625
2022,12,50,015,Channel - Industrial,EMEA,70450.4609375,59875.01953125,0.17662527,10575.441
2022,12,51,015,Channel - Industrial,EMEA,70019.65625,73963.2578125,-0.053318385,3943.6016
2022,12,52,015,Channel - Industrial,EMEA,70346.0234375,77485.3203125,-0.09213741,7139.297
2022,12,53,015,Channel - Industrial,EMEA,70514.6640625,70441.203125,0.0010428688,73.46094
key,all_pred_acc,all_pred_bias,monthly_acc,monthly_bias
"('015', 'EMEA', 'Channel - Industrial')",0.8365417718887329,-0.07025732100009918,0.8692433834075928,-0.06500609219074249
2021,7,30,096,Channel - Industrial,Americas,51766.70703125,51763.8203125,5.5767112e-05,2.8867188
2021,8,31,096,Channel - Industrial,Americas,52114.8515625,46217.69921875,0.12759511,5897.1523
2021,8,32,096,Channel - Industrial,Americas,52073.171875,38822.87109375,0.3413014,13250.301
2021,8,33,096,Channel - Industrial,Americas,51755.8125,25572.830078125,1.0238594,26182.982
2021,8,34,096,Channel - Industrial,Americas,51213.0625,34523.3203125,0.48343387,16689.742
2021,8,35,096,Channel - Industrial,Americas,51149.13671875,33244.6796875,0.5385661,17904.457
2021,9,36,096,Channel - Industrial,Americas,51047.58984375,34523.3203125,0.4786408,16524.27
2021,9,37,096,Channel - Industrial,Americas,51018.1953125,53614.73046875,-0.04842951,2596.5352
2021,9,38,096,Channel - Industrial,Americas,51815.11328125,56167.80859375,-0.07749448,4352.6953
2021,9,39,096,Channel - Industrial,Americas,52214.546875,48508.55859375,0.07639865,3705.9883
2021,10,40,096,Channel - Industrial,Americas,52175.35546875,43402.3984375,0.20213069,8772.957
2021,10,41,096,Channel - Industrial,Americas,52006.58203125,53614.73046875,-0.029994527,1608.1484
2021,10,42,096,Channel - Industrial,Americas,52384.3359375,69262.2578125,-0.24368137,16877.922
2021,10,43,096,Channel - Industrial,Americas,52562.65234375,66491.7734375,-0.20948638,13929.121
2021,11,44,096,Channel - Industrial,Americas,52596.51953125,63721.28125,-0.17458472,11124.762
2021,11,45,096,Channel - Industrial,Americas,52573.05078125,77573.7265625,-0.32228276,25000.676
2021,11,46,096,Channel - Industrial,Americas,52853.8046875,40731.55078125,0.29761335,12122.254
2021,11,47,096,Channel - Industrial,Americas,52510.9609375,49988.71875,0.05045623,2522.2422
2021,11,48,096,Channel - Industrial,Americas,52773.37109375,46285.8515625,0.14016205,6487.5195
2021,12,49,096,Channel - Industrial,Americas,52708.78125,49988.71875,0.054413527,2720.0625
2021,12,50,096,Channel - Industrial,Americas,52816.78125,45082.8984375,0.17154804,7733.883
2021,12,51,096,Channel - Industrial,Americas,52450.9296875,55690.640625,-0.058173347,3239.711
2021,12,52,096,Channel - Industrial,Americas,52680.82421875,55690.640625,-0.054045282,3009.8164
2022,1,1,096,Channel - Industrial,Americas,52718.90625,53038.69921875,-0.006029427,319.79297
2022,1,2,096,Channel - Industrial,Americas,52668.1640625,55690.640625,-0.054272614,3022.4766
2022,1,3,096,Channel - Industrial,Americas,52733.125,54905.4609375,-0.039565027,2172.336
2022,1,4,096,Channel - Industrial,Americas,52209.30859375,62392.5703125,-0.16321273,10183.262
2022,2,5,096,Channel - Industrial,Americas,52167.234375,57401.171875,-0.09118172,5233.9375
2022,2,6,096,Channel - Industrial,Americas,51885.2578125,74871.09375,-0.30700547,22985.836
2022,2,7,096,Channel - Industrial,Americas,52124.5078125,50324.53125,0.03576738,1799.9766
2022,2,8,096,Channel - Industrial,Americas,51495.53515625,57186.96875,-0.09952326,5691.4336
2022,2,9,096,Channel - Industrial,Americas,51400.40234375,57186.96875,-0.1011868,5786.5664
2022,3,10,096,Channel - Industrial,Americas,51257.55859375,61761.9296875,-0.17007841,10504.371
2022,3,11,096,Channel - Industrial,Americas,51233.66796875,40592.51171875,0.2621458,10641.156
2022,3,12,096,Channel - Industrial,Americas,50967.81640625,42847.6484375,0.18951257,8120.168
2022,3,13,096,Channel - Industrial,Americas,50922.03515625,42847.6484375,0.18844411,8074.3867
2022,4,14,096,Channel - Industrial,Americas,50884.58203125,47357.9296875,0.07446805,3526.6523
2022,4,15,096,Channel - Industrial,Americas,50977.546875,51868.2109375,-0.017171675,890.66406
2022,4,16,096,Channel - Industrial,Americas,51162.1640625,46034.23828125,0.111393735,5127.926
2022,4,17,096,Channel - Industrial,Americas,51299.28125,52939.37890625,-0.030980675,1640.0977
2022,5,18,096,Channel - Industrial,Americas,51734.46484375,57542.80078125,-0.1009394,5808.336
2022,5,19,096,Channel - Industrial,Americas,52116.90625,73654.7890625,-0.2924166,21537.883
2022,5,20,096,Channel - Industrial,Americas,52706.36328125,46680.23828125,0.1290937,6026.125
2022,5,21,096,Channel - Industrial,Americas,52325.1640625,55571.7109375,-0.058420856,3246.5469
2022,5,22,096,Channel - Industrial,Americas,52550.26171875,57794.578125,-0.09074063,5244.3164
2022,6,23,096,Channel - Industrial,Americas,52657.5703125,62240.3203125,-0.1539637,9582.75
2022,6,24,096,Channel - Industrial,Americas,52820.625,58907.6796875,-0.10333211,6087.0547
2022,6,25,096,Channel - Industrial,Americas,52525.19921875,58907.6796875,-0.10834717,6382.4805
2022,6,26,096,Channel - Industrial,Americas,52399.78125,65108.48828125,-0.19519278,12708.707
2022,7,27,096,Channel - Industrial,Americas,52463.96875,55807.28125,-0.059908178,3343.3125
2022,7,28,096,Channel - Industrial,Americas,52186.44921875,68208.8984375,-0.23490262,16022.449
2022,7,29,096,Channel - Industrial,Americas,52411.80859375,51551.1796875,0.01669465,860.6289
2022,7,30,096,Channel - Industrial,Americas,51765.61328125,71189.7265625,-0.27284995,19424.113
2022,8,31,096,Channel - Industrial,Americas,51970.66796875,68734.90625,-0.243897,16764.238
2022,8,32,096,Channel - Industrial,Americas,51839.3359375,56460.8203125,-0.08185294,4621.4844
2022,8,33,096,Channel - Industrial,Americas,51507.15625,43171.171875,0.19309145,8335.984
2022,8,34,096,Channel - Industrial,Americas,51278.109375,80945.9375,-0.36651412,29667.828
2022,8,35,096,Channel - Industrial,Americas,52101.9609375,72851.34375,-0.2848181,20749.383
2022,9,36,096,Channel - Industrial,Americas,52372.94140625,72851.34375,-0.28109848,20478.402
2022,9,37,096,Channel - Industrial,Americas,52614.94921875,62018.01953125,-0.15161836,9403.07
2022,9,38,096,Channel - Industrial,Americas,52425.8359375,58917.12109375,-0.11017655,6491.285
2022,9,39,096,Channel - Industrial,Americas,52269.09375,58917.12109375,-0.112836935,6648.0273
2022,10,40,096,Channel - Industrial,Americas,52159.53515625,58917.12109375,-0.11469647,6757.586
2022,10,41,096,Channel - Industrial,Americas,52064.8515625,68219.8203125,-0.23680755,16154.969
2022,10,42,096,Channel - Industrial,Americas,52227.3125,42703.890625,0.22301064,9523.422
2022,10,43,096,Channel - Industrial,Americas,52096.5703125,42703.890625,0.21994904,9392.68
2022,11,44,096,Channel - Industrial,Americas,52125.484375,46586.05859375,0.11890737,5539.426
2022,11,45,096,Channel - Industrial,Americas,52310.5,64055.83984375,-0.18336095,11745.34
2022,11,46,096,Channel - Industrial,Americas,52867.71484375,54919.6796875,-0.037363015,2051.9648
2022,11,47,096,Channel - Industrial,Americas,52847.83203125,57116.4609375,-0.07473553,4268.629
2022,11,48,096,Channel - Industrial,Americas,52940.4921875,48329.3203125,0.09541148,4611.172
2022,12,49,096,Channel - Industrial,Americas,52753.32421875,57116.4609375,-0.07639018,4363.1367
2022,12,50,096,Channel - Industrial,Americas,52936.546875,39049.328125,0.35563272,13887.219
2022,12,51,096,Channel - Industrial,Americas,52144.1171875,48237.3984375,0.08098941,3906.7188
2022,12,52,096,Channel - Industrial,Americas,52141.76953125,50534.421875,0.031806987,1607.3477
2022,12,53,096,Channel - Industrial,Americas,52109.26953125,45940.37890625,0.13428035,6168.8906
key,all_pred_acc,all_pred_bias,monthly_acc,monthly_bias
"('096', 'Americas', 'Channel - Industrial')",0.8384902477264404,-0.041638150811195374,0.8826465606689453,-0.047660671174526215
